,docId,sentenceId,tokenId,text,lemma,calcLemma,upos,xpos,ner,clID,calcNer
0,38,0,1,Polska,polska,Polska,subst:sg:nom:f,PROPN,B-LOC,20002.0,I-PRO
1,38,0,2,może,,móc,fin:sg:ter:imperf,VERB,O,,O
2,38,0,3,stracić,,stracić,inf:perf,VERB,O,,O
3,38,0,4,4,,4,num:pl:acc:m3:congr,NUM,O,,O
4,38,0,5,miliardy,,miliard,subst:pl:acc:m3,NOUN,O,,O
5,38,0,6,złotych,,złoty,subst:pl:gen:m2,NOUN,O,,O
6,38,0,7,.,,.,interp,PUNCT,O,,I-PRO
7,38,1,1,Komisja,komisja,komisja,subst:sg:nom:f,NOUN,B-ORG,1.0,I-PRO
8,38,1,2,Europejska,europejska,europejski,adj:sg:nom:f:pos,ADJ,I-ORG,1.0,I-PRO
9,38,1,3,przerwała,,przerwać,praet:sg:f:perf,VERB,O,,O
10,38,1,4,wypłatę,,wypłata,subst:sg:acc:f,NOUN,O,,O
11,38,1,5,pieniędzy,,pieniądz,subst:pl:gen:m3,NOUN,O,,O
12,38,1,6,-,,-,interp,PUNCT,O,,I-PRO
13,38,1,7,RMF24.pl,rmf24.pl,RMF24.pl,subst:sg:nom:m3,PROPN,B-ORG,20080.0,I-PRO
14,38,2,1,Oficjalnie,,oficjalnie,adv:pos,ADV,O,,O
15,38,2,2,Bruksela,bruksela,Bruksela,subst:sg:nom:f,PROPN,B-LOC,28.0,I-PRO
16,38,2,3,ma,,mieć,fin:sg:ter:imperf,VERB,O,,O
17,38,2,4,zastrzeżenia,,zastrzeżenie,subst:pl:acc:n:ncol,NOUN,O,,O
18,38,2,5,co,,co,subst:sg:acc:n:ncol,PRON,O,,O
19,38,2,6,do,,do,prep:gen,ADP,O,,O
20,38,2,7,zasad,,zasada,subst:pl:gen:f,NOUN,O,,O
21,38,2,8,organizowania,,organizować,ger:sg:gen:n:imperf:aff,NOUN,O,,O
22,38,2,9,przetargów,,przetarg,subst:pl:gen:m3,NOUN,O,,O
23,38,2,10,na,,na,prep:acc,ADP,O,,O
24,38,2,11,unijne,,unijny,adj:pl:acc:m3:pos,ADJ,O,,O
25,38,2,12,projekty,,projekt,subst:pl:acc:m3,NOUN,O,,O
26,38,2,13,infrastrukturalne,,infrastrukturalny,adj:pl:acc:m3:pos,ADJ,O,,O
27,38,2,14,.,,.,interp,PUNCT,O,,I-PRO
28,38,3,1,Nieoficjalnie,,nieoficjalnie,adv:pos,ADV,O,,O
29,38,3,2,mówi,,mówić,fin:sg:ter:imperf,VERB,O,,O
30,38,3,3,się,,się,part,PRON,O,,O
31,38,3,4,jednak,,jednak,conj,CCONJ,O,,O
32,38,3,5,",",,",",interp,PUNCT,O,,O
33,38,3,6,że,,że,comp,SCONJ,O,,O
34,38,3,7,sprawa,,sprawa,subst:sg:nom:f,NOUN,O,,O
35,38,3,8,ma,,mieć,fin:sg:ter:imperf,VERB,O,,O
36,38,3,9,także,,także,part,PART,O,,O
37,38,3,10,związek,,związek,subst:sg:acc:m3,NOUN,O,,O
38,38,3,11,z,,z,prep:inst:nwok,ADP,O,,O
39,38,3,12,pogorszeniem,,pogorszenie,ger:sg:inst:n:perf:aff,NOUN,O,,O
40,38,3,13,się,,się,part,PRON,O,,O
41,38,3,14,relacji,,relacja,subst:sg:gen:f,NOUN,O,,O
42,38,3,15,między,,między,prep:inst,ADP,O,,O
43,38,3,16,polskim,,polski,adj:sg:inst:m3:pos,ADJ,O,,O
44,38,3,17,rządem,,rząd,subst:sg:inst:m3,NOUN,O,,O
45,38,3,18,a,,a,conj,CCONJ,O,,O
46,38,3,19,Komisją,komisja,komisja,subst:sg:inst:f,NOUN,B-ORG,1.0,I-PRO
47,38,3,20,Europejską,europejska,europejski,adj:sg:inst:f:pos,ADJ,I-ORG,1.0,I-PRO
48,38,3,21,.,,.,interp,PUNCT,O,,I-PRO
49,38,4,1,Jak,,jak,adv:pos,ADV,O,,O
50,38,4,2,dowiedziała,,dowiedzieć,praet:sg:f:perf,VERB,O,,O
51,38,4,3,się,,się,part,PRON,O,,O
52,38,4,4,nasza,,nasz,adj:sg:nom:f:pos,DET,O,,O
53,38,4,5,dziennikarka,,dziennikarka,subst:sg:nom:f,NOUN,O,,O
54,38,4,6,Katarzyna,katarzyna,Katarzyna,subst:sg:nom:f,PROPN,B-PER,20081.0,I-PRO
55,38,4,7,Szymańska,szymańska,Szymańska,subst:sg:nom:f,PROPN,I-PER,20081.0,I-PRO
56,38,4,8,-,-,-,interp,PUNCT,I-PER,20081.0,I-PRO
57,38,4,9,Borginon,borginon,Borginon,subst:sg:nom:f,PROPN,I-PER,20081.0,I-PRO
58,38,4,10,",",,",",interp,PUNCT,O,,O
59,38,4,11,KE,ke,KE,subst:sg:nom:f,PROPN,B-ORG,1.0,I-PRO
60,38,4,12,nie,,nie,part,PART,O,,O
61,38,4,13,podoba,,podobać,fin:sg:ter:imperf,VERB,O,,O
62,38,4,14,się,,się,part,PRON,O,,O
63,38,4,15,np,,na przykład,brev:pun,X,O,,O
64,38,4,16,.,,.,interp,PUNCT,O,,I-PRO
65,38,4,17,połączenie,,połączenie,ger:sg:nom:n:perf:aff,NOUN,O,,O
66,38,4,18,funkcji,,funkcja,subst:sg:gen:f,NOUN,O,,O
67,38,4,19,prokuratora,,prokurator,subst:sg:gen:m1,NOUN,O,,O
68,38,4,20,generalnego,,generalny,adj:sg:gen:m1:pos,ADJ,O,,O
69,38,4,21,i,,i,conj,CCONJ,O,,O
70,38,4,22,ministra,,minister,subst:sg:gen:m1,NOUN,O,,O
71,38,4,23,sprawiedliwości,,sprawiedliwość,subst:sg:gen:f,NOUN,O,,O
72,38,4,24,.,,.,interp,PUNCT,O,,I-PRO
73,38,5,1,Wicepremier,,wicepremier,subst:sg:nom:m1,NOUN,O,,O
74,38,5,2,Morawiecki,morawiecki,Morawiecki,subst:sg:nom:m1,PROPN,B-PER,20082.0,I-PRO
75,38,5,3,zaprzecza,,zaprzeczać,fin:sg:ter:imperf,VERB,O,,O
76,38,5,4,jednak,,jednak,conj,CCONJ,O,,O
77,38,5,5,",",,",",interp,PUNCT,O,,O
78,38,5,6,że,,że,comp,SCONJ,O,,O
79,38,5,7,sprawa,,sprawa,subst:sg:nom:f,NOUN,O,,O
80,38,5,8,ma,,mieć,fin:sg:ter:imperf,VERB,O,,O
81,38,5,9,charakter,,charakter,subst:sg:acc:m3,NOUN,O,,O
82,38,5,10,polityczny,,polityczny,adj:sg:acc:m3:pos,ADJ,O,,O
83,38,5,11,.,,.,interp,PUNCT,O,,I-PRO
84,38,6,1,To,,to,pred,AUX,O,,O
85,38,6,2,są,,być,fin:pl:ter:imperf,AUX,O,,O
86,38,6,3,bardzo,,bardzo,adv:pos,ADV,O,,O
87,38,6,4,rutynowe,,rutynowy,adj:pl:nom:n:pos,ADJ,O,,O
88,38,6,5,",",,",",interp,PUNCT,O,,O
89,38,6,6,normalne,,normalny,adj:pl:nom:n:pos,ADJ,O,,O
90,38,6,7,działania,,działanie,subst:pl:nom:n:ncol,NOUN,O,,O
91,38,6,8,audytorskie,,audytorski,adj:pl:nom:n:pos,ADJ,O,,O
92,38,6,9,komisji,,komisja,subst:sg:gen:f,NOUN,O,,O
93,38,6,10,-,,-,interp,PUNCT,O,,I-PRO
94,38,6,11,powiedział,,powiedzieć,praet:sg:m1:perf,VERB,O,,O
95,38,6,12,.,,.,interp,PUNCT,O,,I-PRO
96,38,7,1,Polska,polska,Polska,subst:sg:nom:f,PROPN,B-LOC,20002.0,I-PRO
97,38,7,2,ma,,mieć,fin:sg:ter:imperf,VERB,O,,O
98,38,7,3,czas,,czas,subst:sg:acc:m3,NOUN,O,,O
99,38,7,4,do,,do,prep:gen,ADP,O,,O
100,38,7,5,grudnia,,grudzień,subst:sg:gen:m3,NOUN,O,,O
101,38,7,6,na,,na,prep:acc,ADP,O,,O
102,38,7,7,wyjaśnienie,,wyjaśnienie,ger:sg:acc:n:perf:aff,NOUN,O,,O
103,38,7,8,sprawy,,sprawa,subst:sg:gen:f,NOUN,O,,O
104,38,7,9,.,,.,interp,PUNCT,O,,I-PRO
105,38,8,1,Potem,,potem,adv,ADV,O,,O
106,38,8,2,będzie,,być,bedzie:sg:ter:imperf,AUX,O,,O
107,38,8,3,trudniej,,trudno,adv:com,ADV,O,,O
108,38,8,4,wznowić,,wznowić,inf:perf,VERB,O,,O
109,38,8,5,wypłaty,,wypłata,subst:pl:acc:f,NOUN,O,,O
110,38,8,6,",",,",",interp,PUNCT,O,,O
111,38,8,7,gdyż,,gdyż,comp,SCONJ,O,,O
112,38,8,8,decyzje,,decyzja,subst:pl:nom:f,NOUN,O,,O
113,38,8,9,o,,o,prep:loc,ADP,O,,O
114,38,8,10,ich,,on,ppron3:pl:gen:m1:ter:akc:npraep,PRON,O,,O
115,38,8,11,odwieszeniu,,odwiesienie,subst:sg:loc:n:ncol,NOUN,O,,O
116,38,8,12,będzie,,być,bedzie:sg:ter:imperf,AUX,O,,O
117,38,8,13,musiało,,musieć,praet:sg:n:imperf,VERB,O,,O
118,38,8,14,podjąć,,podjąć,inf:perf,VERB,O,,O
119,38,8,15,całe,,cały,adj:sg:acc:n:pos,ADJ,O,,O
120,38,8,16,kolegium,,kolegium,subst:sg:acc:n:ncol,NOUN,O,,O
121,38,8,17,komisarzy,,komisarz,subst:pl:gen:m1,NOUN,O,,O
122,38,8,18,.,,.,interp,PUNCT,O,,I-PRO
123,38,9,1,(,,(,interp,PUNCT,O,,O
124,38,9,2,az,,a ,brev:npun,X,O,,O
125,38,9,3,),,),interp,PUNCT,O,,O
